date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:04:12	128/128	---M-Z	200	added ('OK')	text/plain	date:Thu,%2025%20Jun%202026%2002:04:14%20GMT	https://giasubinhminh.com/robots.txt		(from )
09:04:12	145597/145597	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jun%202026%2002:04:14%20GMT	https://giasubinhminh.com/	D:/cloneweb/giasubinhminh.com/index.html	(from )
09:04:13	1242/1242	---M--	403	error ('Forbidden')	text/html	date:Thu,%2025%20Jun%202026%2002:04:15%20GMT	https://giasubinhminh.com/xmlrpc.php	D:/cloneweb/giasubinhminh.com/xmlrpc.php	(from https://giasubinhminh.com/)
09:04:13	116345/116345	---M-Z	200	added ('OK')	text/css	etag:%221c679-6982fc76-81e0879d42780c3c;gz%22	https://giasubinhminh.com/wp-includes/css/dist/block-library/style.min.css?ver=6.8.5	D:/cloneweb/giasubinhminh.com/wp-includes/css/dist/block-library/style.mina784.css	(from https://giasubinhminh.com/)
09:04:13	2947/2947	---M-Z	200	added ('OK')	text/css	etag:%22b83-6982fc67-2ebc22166d39c7f;gz%22	https://giasubinhminh.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=6.1.1	D:/cloneweb/giasubinhminh.com/wp-content/plugins/contact-form-7/includes/css/styles6a4d.css	(from https://giasubinhminh.com/)
09:04:13	2259/2259	---M-Z	200	added ('OK')	text/css	etag:%228d3-6982fc65-dc1e2b232528544a;gz%22	https://giasubinhminh.com/wp-content/plugins/kk-star-ratings/src/core/public/css/kk-star-ratings.min.css?ver=5.4.10.2	D:/cloneweb/giasubinhminh.com/wp-content/plugins/kk-star-ratings/src/core/public/css/kk-star-ratings.mina74f.css	(from https://giasubinhminh.com/)
09:04:14	125/125	---M--	200	added ('OK')	text/css	etag:%227d-6982fc6e-8efa2b107f8e43d7;;;%22	https://giasubinhminh.com/wp-content/plugins/wpcf7-redirect/build/assets/frontend-script.css?ver=2c532d7e2be36f6af233	D:/cloneweb/giasubinhminh.com/wp-content/plugins/wpcf7-redirect/build/assets/frontend-script413f.css	(from https://giasubinhminh.com/)
09:04:14	16311/16311	---M-Z	200	added ('OK')	text/css	etag:%223fb7-6982fc6a-b3c19f54d0c22c99;gz%22	https://giasubinhminh.com/wp-content/plugins/fb-reviews-widget/assets/css/public-main.css?ver=2.4	D:/cloneweb/giasubinhminh.com/wp-content/plugins/fb-reviews-widget/assets/css/public-main7793.css	(from https://giasubinhminh.com/)
09:04:14	9703/9703	---M-Z	200	added ('OK')	text/css	etag:%2225e7-6982fc72-202d2aff2b6b663d;gz%22	https://giasubinhminh.com/wp-content/themes/flatsome/assets/css/Pe-icon-7-stroke.css?ver=6.8.5	D:/cloneweb/giasubinhminh.com/wp-content/themes/flatsome/assets/css/Pe-icon-7-strokea784.css	(from https://giasubinhminh.com/)
09:04:14	369/369	---M-Z	200	added ('OK')	text/css	etag:%22171-6982fc72-8b87e3fc18f042f4;gz%22	https://giasubinhminh.com/wp-content/themes/flatsome/assets/css/fl-icons.css?ver=3.3	D:/cloneweb/giasubinhminh.com/wp-content/themes/flatsome/assets/css/fl-icons6de8.css	(from https://giasubinhminh.com/)
09:04:14	8394/8394	---M-Z	200	added ('OK')	text/css	etag:%2220ca-6982fc62-85a0319dc9a77f5e;gz%22	https://giasubinhminh.com/wp-content/tablepress-combined.min.css?ver=26	D:/cloneweb/giasubinhminh.com/wp-content/tablepress-combined.min3c85.css	(from https://giasubinhminh.com/)
09:04:15	157433/157433	---M-Z	200	added ('OK')	text/css	etag:%22266f9-6982fc72-c5c8d02534e8c05e;gz%22	https://giasubinhminh.com/wp-content/themes/flatsome/assets/css/flatsome.css?ver=3.8.3	D:/cloneweb/giasubinhminh.com/wp-content/themes/flatsome/assets/css/flatsomecd70.css	(from https://giasubinhminh.com/)
09:04:15	738/738	---M-Z	200	added ('OK')	text/css	etag:%222e2-6982fc75-13466b80e022d5c3;gz%22	https://giasubinhminh.com/wp-content/themes/web016/style.css?ver=3.0	D:/cloneweb/giasubinhminh.com/wp-content/themes/web016/style6aec.css	(from https://giasubinhminh.com/)
09:04:15	87553/87553	---M-Z	200	added ('OK')	application/javascript	etag:%2215601-6982fc77-859b510398e5bf32;gz%22	https://giasubinhminh.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	D:/cloneweb/giasubinhminh.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://giasubinhminh.com/)
09:04:15	13577/13577	---M-Z	200	added ('OK')	application/javascript	etag:%223509-6982fc77-87c004a7c5bbc868;gz%22	https://giasubinhminh.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	D:/cloneweb/giasubinhminh.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://giasubinhminh.com/)
